Number_of_Vehicles,Engine_CC_Mean,Speed_limit,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Urban_or_Rural_Area,Day_of_Week,Hour,Accident_Severity
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,1896.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1598.0,40.0,Fine + high winds,Wet or damp,Darkness - lights lit,Urban,Wednesday,0,Slight
0,1786.3333333333333,70.0,Fine no high winds,Wet or damp,Darkness - no lighting,Rural,Sunday,0,Slight
0,1399.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Monday,0,Serious
0,1870.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,1444.5,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Saturday,0,Slight
0,1242.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,1596.0,20.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,0.0,40.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Friday,0,Slight
0,2435.0,30.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,3749.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1946.5,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1862.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,0.0,70.0,Fine no high winds,Wet or damp,Daylight,Rural,Wednesday,0,Slight
0,1397.0,40.0,Raining + high winds,Frost or ice,Daylight,Rural,Sunday,0,Slight
0,0.0,30.0,Fog or mist,Wet or damp,Darkness - lights lit,Urban,Wednesday,0,Slight
0,12816.0,70.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Thursday,0,Slight
0,2664.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Friday,0,Slight
0,1397.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1796.0,60.0,Fine no high winds,Wet or damp,Darkness - no lighting,Rural,Tuesday,0,Slight
0,1318.5,30.0,Fine no high winds,Frost or ice,Daylight,Urban,Monday,0,Slight
0,2463.0,30.0,Other,Wet or damp,Darkness - lights lit,Urban,Sunday,0,Slight
0,1998.0,40.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Serious
0,1968.0,60.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Wednesday,0,Slight
0,125.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Serious
0,1597.0,60.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Serious
0,0.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Wednesday,0,Slight
0,1732.5,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,70.0,Raining no high winds,Wet or damp,Daylight,Rural,Sunday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Wednesday,0,Slight
0,0.0,50.0,Other,Wet or damp,Daylight,Rural,Wednesday,0,Slight
0,1242.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Monday,0,Slight
0,1795.5,50.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1995.0,40.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1995.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,899.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,1777.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,1995.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Monday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Rural,Wednesday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,1874.5,30.0,Fine no high winds,Frost or ice,Darkness - lights lit,Urban,Friday,0,Serious
0,2925.5,30.0,Raining + high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1124.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Wednesday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1598.0,30.0,Fine no high winds,Wet or damp,Daylight,Rural,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,1754.6666666666667,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1149.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Urban,Tuesday,0,Serious
0,1870.0,40.0,Other,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,5861.0,60.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,1560.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1200.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,4181.0,60.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Serious
0,1909.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1412.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Thursday,0,Slight
0,1390.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Saturday,0,Slight
0,1932.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,0.0,40.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Serious
0,1596.0,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,4647.0,60.0,Other,Dry,Daylight,Rural,Wednesday,0,Slight
0,1796.0,20.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Friday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,792.5,40.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1454.5,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Sunday,0,Fatal
0,0.0,20.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Wednesday,0,Slight
0,8630.333333333334,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,1242.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Thursday,0,Slight
0,1590.0,40.0,Fine no high winds,Wet or damp,Daylight,Urban,Sunday,0,Slight
0,1060.5,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Serious
0,1692.5,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Sunday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1598.0,70.0,Other,Frost or ice,Daylight,Rural,Sunday,0,Slight
0,124.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Serious
0,1997.0,40.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1995.0,30.0,Raining no high winds,Wet or damp,Daylight,Rural,Saturday,0,Slight
0,1975.0,50.0,Fine + high winds,Wet or damp,Daylight,Rural,Friday,0,Slight
0,760.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,9600.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Thursday,0,Slight
0,1678.5,30.0,Raining + high winds,Wet or damp,Darkness - lights lit,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Sunday,0,Slight
0,125.0,40.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,5883.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1691.5,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1824.3333333333333,40.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1869.5,30.0,Unknown,Dry,Daylight,Urban,Monday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1590.3333333333333,70.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Serious
0,0.0,50.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,1948.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1896.0,60.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Fatal
0,1895.5,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1714.5,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1895.0,60.0,Snowing + high winds,Snow,Darkness - no lighting,Rural,Friday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1447.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Tuesday,0,Slight
0,1997.5,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,0.0,70.0,Raining no high winds,Wet or damp,Daylight,Rural,Saturday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,5880.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Serious
0,1596.0,30.0,Raining + high winds,Wet or damp,Daylight,Rural,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1596.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,70.0,Other,Frost or ice,Daylight,Rural,Monday,0,Slight
0,2148.0,30.0,Fine no high winds,Wet or damp,Darkness - lighting unknown,Urban,Monday,0,Slight
0,7288.5,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Thursday,0,Slight
0,999.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,2188.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,1560.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,1796.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Thursday,0,Slight
0,1289.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Thursday,0,Slight
0,0.0,40.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Serious
0,1496.5,60.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,2387.0,50.0,Raining no high winds,Wet or damp,Darkness - no lighting,Rural,Monday,0,Slight
0,0.0,60.0,Fine no high winds,Frost or ice,Darkness - no lighting,Rural,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Rural,Monday,0,Slight
0,1749.3333333333333,50.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,1306.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,2993.0,50.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,11116.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Serious
0,1747.0,60.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Tuesday,0,Slight
0,1775.5,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Friday,0,Slight
0,499.0,50.0,Raining no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,1360.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Sunday,0,Slight
0,1389.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Rural,Monday,0,Slight
0,0.0,40.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,12777.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Fatal
0,6864.0,40.0,Fine no high winds,Wet or damp,Daylight,Rural,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Tuesday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1953.5,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1399.5,30.0,Fine no high winds,Wet or damp,Daylight,Rural,Wednesday,0,Slight
0,1360.0,40.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Friday,0,Slight
0,1529.5,40.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Wednesday,0,Slight
0,1098.5,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Sunday,0,Slight
0,1590.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1375.5,30.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Sunday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,2084.0,50.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1240.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Sunday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,1753.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Wednesday,0,Slight
0,5480.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,2874.0,70.0,Raining no high winds,Wet or damp,Daylight,Rural,Saturday,0,Serious
0,0.0,60.0,Fog or mist,Wet or damp,Darkness - no lighting,Rural,Friday,0,Slight
0,1098.5,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,2776.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Wednesday,0,Slight
0,10518.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Thursday,0,Serious
0,874.0,60.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,1598.0,30.0,Other,Dry,Darkness - lights lit,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,40.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Sunday,0,Serious
0,2247.5,70.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,1598.0,70.0,Raining no high winds,Wet or damp,Daylight,Rural,Wednesday,0,Slight
0,1440.0,30.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,1248.0,40.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1598.0,40.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Monday,0,Slight
0,1461.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1798.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,2099.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Serious
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,1619.5,50.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,0.0,40.0,Other,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,1998.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Sunday,0,Slight
0,1822.0,70.0,Raining no high winds,Wet or damp,Darkness - lights lit,Rural,Saturday,0,Slight
0,1686.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,1769.0,30.0,Unknown,Wet or damp,Daylight,Urban,Thursday,0,Slight
0,1459.0,70.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,1368.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Sunday,0,Serious
0,1457.5,30.0,Fine no high winds,Frost or ice,Daylight,Urban,Wednesday,0,Slight
0,8300.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1398.0,60.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,1344.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Tuesday,0,Slight
0,1997.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1310.5,20.0,Other,Wet or damp,Darkness - lights lit,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,1746.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Rural,Sunday,0,Slight
0,1242.0,60.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Serious
0,1753.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1349.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Sunday,0,Slight
0,1991.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1686.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,1994.5,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1368.5,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,1598.0,60.0,Raining no high winds,Wet or damp,Darkness - no lighting,Rural,Monday,0,Serious
0,2993.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,50.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Wednesday,0,Slight
0,1397.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,842.5,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Thursday,0,Serious
0,1399.0,30.0,Fine + high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,998.0,60.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,49.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1498.0,70.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,1560.0,60.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,2496.0,40.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,1751.5,40.0,Raining no high winds,Wet or damp,Darkness - lights lit,Rural,Wednesday,0,Slight
0,1746.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Sunday,0,Slight
0,1587.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,20.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Sunday,0,Slight
0,4188.5,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Fatal
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Monday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Darkness - no lighting,Rural,Thursday,0,Serious
0,0.0,30.0,Fine no high winds,Wet or damp,Darkness - lights unlit,Rural,Monday,0,Slight
0,1783.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Monday,0,Slight
0,599.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Friday,0,Slight
0,1897.5,30.0,Snowing no high winds,Snow,Darkness - lights lit,Urban,Friday,0,Slight
0,1372.5,30.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,1398.0,60.0,Other,Wet or damp,Daylight,Rural,Saturday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Saturday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Sunday,0,Slight
0,0.0,30.0,Raining + high winds,Wet or damp,Darkness - lights lit,Urban,Tuesday,0,Slight
0,0.0,40.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Thursday,0,Serious
0,0.0,40.0,Unknown,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Unknown,Dry,Daylight,Rural,Thursday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Serious
0,0.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Saturday,0,Slight
0,1645.0,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Serious
0,2198.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1701.5,30.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,1397.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1968.0,70.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Wednesday,0,Slight
0,1600.0,40.0,Fine no high winds,Wet or damp,Daylight,Rural,Saturday,0,Slight
0,1622.0,60.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,1896.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1364.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,2776.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Wednesday,0,Slight
0,1360.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,670.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Serious
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Thursday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Monday,0,Slight
0,1349.6666666666667,70.0,Raining no high winds,Wet or damp,Daylight,Rural,Sunday,0,Slight
0,0.0,40.0,Raining + high winds,Wet or damp,Daylight,Rural,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,1328.0,30.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,1706.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,40.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,12777.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Urban,Wednesday,0,Slight
0,1045.3333333333333,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Friday,0,Slight
0,498.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1560.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,2070.0,70.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,2402.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,1886.6666666666667,50.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,1560.0,70.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,0.0,30.0,Other,Dry,Daylight,Rural,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lighting unknown,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Sunday,0,Serious
0,6887.5,60.0,Fine no high winds,Wet or damp,Darkness - no lighting,Rural,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Monday,0,Slight
0,1783.0,30.0,Fine no high winds,Wet or damp,Daylight,Rural,Friday,0,Slight
